date,symbol,open,high,low,close,volume,sma,adx,dema,ema,rsi,standardDeviation,tema,williams,wma
30-07-2018,META,175.3,175.3,166.56,171.06,65280800,171.06,100,171.06,171.06,0,0,171.06,-48.51258581235703,171.06
27-07-2018,META,179.87,179.93,173.0,174.89,60073749,174.89,100,174.89,174.89,0,0,174.89,-72.72727272727295,174.89
26-07-2018,META,174.89,180.13,173.75,176.26,169803700,176.26,100,176.26,176.26,0,0,176.26,-60.65830721003146,176.26
25-07-2018,META,215.72,218.62,214.27,217.5,64592585,217.5,100,217.5,217.5,100,0,217.5,-25.74712643678175,217.5
24-07-2018,META,215.11,216.2,212.6,214.67,28468700,214.67,100,214.67,214.67,100,0,214.67,-42.5000000000001,214.67
23-07-2018,META,210.58,211.62,208.8,210.91,16732000,210.91,100,210.91,210.91,100,0,210.91,-25.17730496453935,210.91
20-07-2018,META,208.85,211.5,208.5,209.94,16241508,209.94,100,209.94,209.94,100,0,209.94,-52.00000000000008,209.94
19-07-2018,META,208.77,209.99,207.76,208.09,11350429,208.09,100,208.09,208.09,0,0,208.09,-85.20179372197265,208.09
18-07-2018,META,209.82,210.99,208.44,209.36,15334907,209.36,100,209.36,209.36,0,0,209.36,-63.92156862745052,209.36
17-07-2018,META,204.9,210.46,204.84,209.99,15349900,209.99,100,209.99,209.99,100,0,209.99,-8.36298932384339,209.99
16-07-2018,META,207.5,208.72,206.84,207.23,11078209,207.23,100,207.23,207.23,0,0,207.23,-79.25531914893685,207.23
13-07-2018,META,207.81,208.43,206.45,207.32,11503401,207.32,100,207.32,207.32,100,0,207.32,-56.06060606060623,207.32
12-07-2018,META,203.43,207.08,203.19,206.92,15454706,206.92,100,206.92,206.92,100,0,206.92,-4.113110539846386,206.92
11-07-2018,META,202.22,204.5,201.75,202.54,12927400,202.54,100,202.54,202.54,0,0,202.54,-71.27272727272756,202.54
10-07-2018,META,204.5,204.91,202.26,203.54,13190100,203.54,0,203.54,203.54,0,0,203.54,-51.69811320754724,203.54
09-07-2018,META,204.93,205.8,202.12,204.74,18149437,204.74,100,204.74,204.74,100,0,204.74,-28.80434782608696,204.74
06-07-2018,META,198.45,203.64,197.7,203.23,19740131,203.23,100,203.23,203.23,100,0,203.23,-6.902356902356847,203.23
05-07-2018,META,194.74,198.65,194.03,198.45,19684200,198.45,100,198.45,198.45,100,0,198.45,-4.329004329004694,198.45
03-07-2018,META,194.55,195.4,192.52,192.73,13489514,192.73,0,192.73,192.73,0,0,192.73,-92.70833333333404,192.73
02-07-2018,META,193.37,197.45,192.22,197.36,13961600,197.36,100,197.36,197.36,100,0,197.36,-1.7208413001907297,197.36
29-06-2018,META,197.32,197.6,193.96,194.32,15811602,194.32,100,194.32,194.32,0,0,194.32,-90.10989010989049,194.32
28-06-2018,META,195.18,197.34,193.26,196.23,18172439,196.23,100,196.23,196.23,100,0,196.23,-27.20588235294143,196.23
